Investigador,Nombre del proyecto,Tipo,Inicio,Año de inicio,Duración,Fin,Año de finalización,Resumen,Palabras,Área,Sectores 
Yair Guillermo Molina Martínez,Evaluación de los niveles de presión sonora y su efecto sobre la presión arterial y la audición en estudiantes de dieciséis instituciones educativas de la ciudad de Ibagué,Tipo de proyecto: Investigación y desarrollo,Agosto 2016,2016,,Octubre 2017,2017," El crecimiento y desarrollo de las ciudades en las últimas décadas ha generado un incremento en los niveles de presión sonora por encima de los límites en los cuales es considerado molesto y nocivo para la salud. Varios estudios han demostrado que el ruido puede producir serios problemas de salud, desde trastornos del sueño, hipoacusia y diferentes enfermedades cardiovasculares asociadas entre otras. Particularmente en niños su efecto puede ser notorio, ya que numerosas afecciones como la hipoacusia son irreversibles y pueden afectar  el desarrollo del lenguaje, la capacidad para leer o aprender, además puede generar otras problemáticas en su comportamiento como la irritabilidad y agresividad. En Colombia los estudios del efecto del ruido sobre los niños y jóvenes son escasos, no obstante de acuerdo a números monitoreos en diferentes ciudades, los niveles de presión sonora sobrepasan los límites establecidos por la normativa, situación que no es ajena en la ciudad de Ibagué. El presente estudio quiere evaluar los niveles de presión sonora externa e interna en dieciséis instituciones educativas de la ciudad de Ibagué con el fin de establecer el efecto del ruido sobre la salud de los estudiantes, a través de la medición de la presión sanguínea y los niveles de hipoacusia. Para tal caso se compararan diferentes instituciones que se encuentra expuestas a diferentes niveles de ruido asociando adicionalmente otras características de riesgo en la población de estudio. Este estudio permitirá establecer si los niveles de ruido a los que habitualmente se encuentran expuestos los estudiantes de la ciudad de Ibagué están afectando su salud, generando información básica que permita el diseño de estrategias de mitigación y control del ruido, así como la prevención de dolencias como la hipoacusia inducida por el ruido.",,,
Yair Guillermo Molina Martínez,Evaluación de los niveles de presión sonora y su efecto sobre y la audición en estudiantes de seis instituciones educativas de la ciudad de Ibagué,Tipo de proyecto: Investigación y desarrollo,Octubre 2016,2016,,Octubre 2017,2017," El crecimiento y desarrollo de las ciudades en las últimas décadas ha generado un incremento en los niveles de presión sonora por encima de los límites en los cuales es considerado molesto y nocivo para la salud. Varios estudios han demostrado que el ruido puede producir serios problemas de salud, desde trastornos del sueño, hipoacusia y diferentes enfermedades cardiovasculares asociadas entre otras. Particularmente en niños su efecto puede ser notorio, ya que numerosas afecciones como la hipoacusia son irreversibles y pueden afectar  el desarrollo del lenguaje, la capacidad para leer o aprender, además puede generar otras problemáticas en su comportamiento como la irritabilidad y agresividad. En Colombia los estudios del efecto del ruido sobre los niños y jóvenes son escasos, no obstante de acuerdo a números monitoreos en diferentes ciudades, los niveles de presión sonora sobrepasan los límites establecidos por la normativa, situación que no es ajena en la ciudad de Ibagué. El presente estudio quiere evaluar los niveles de presión sonora externa e interna en dieciséis instituciones educativas de la ciudad de Ibagué con el fin de establecer el efecto del ruido sobre la salud de los estudiantes, a través de la medición de los niveles de hipoacusia. Para tal caso se compararan diferentes instituciones que se encuentra expuestas a diferentes niveles de ruido asociando adicionalmente otras características de riesgo en la población de estudio. Este estudio permitirá establecer si los niveles de ruido a los que habitualmente se encuentran expuestos los estudiantes de la ciudad de Ibagué y si está siendo afectanda su salud, generando información básica que permita el diseño de estrategias de mitigación y control del ruido, así como la prevención de dolencias como la hipoacusia inducida por el ruido",,,
Yair Guillermo Molina Martínez,ESTUDIO DE BIODIVERSIDAD FAUNÍSTICA Y FLORÍSTICA DE LOS HUMEDALES DE LAS ZONAS BAJAS DEL DEPARTAMENTO DEL TOLIMA,Tipo de proyecto: Investigación y desarrollo,Septiembre 2009,2009, 5,Octubre 2010,2010," El estudio de un importante numero de humedales de las zonas bajas del Tolima se desarrollo con el apoyo de CORTOLIMA y de la Universidad del Tolima, quien fue la institución ejecutora del proyecto.",,,
Yair Guillermo Molina Martínez,"Filogeografia mitocondrial y nuclear de la Tangara rosada Rhodinocichla rosea (Lesson, 1832): el efecto del aislamiento geográfico y el nicho ecológico en los procesos de divergencia evolutiva.",Tipo de proyecto: Investigación y desarrollo,Enero 2017,2017,,,," El complejo de especies Rhodinocichla rosea se distribuye de manera discontinua desde el noroccidente de México, pasando por Costa Rica, Panamá y Colombia, hasta el norte de Venezuela. Todas las poblaciones de la especie se encuentran aisladas y han resultado en el reconocimiento de al menos cinco subespecies. Aunque un análisis previo muestra que cada población de la especie puede presentar caracteres morfológicos diagnosticables, ciertamente solo las poblaciones mexicanas son morfológicamente distinguibles, mientras que las demás pueden presentar caracteres solapados. Por tanto, no existen evidencias claras que justifiquen el reconocimiento de un linaje diferente en cada población y en consecuencia una subdivisión del género. De igual manera, la evidente diferenciación morfológica de las poblaciones mexicanas frente a las de Centro y Sur América advierte la posibilidad de que estas correspondan a un taxón diferente, mientras que las poblaciones en Colombia podrían probar ser la misma subespecie. Esta información, sumada al aislamiento geográfico aparente, sugiere la necesidad de una revisión detallada de las poblaciones de esta especie, a través del análisis de caracteres de alta resolución. Una herramienta importante con la cual se puede dilucidar la divergencia genética en taxones bajos (especie y población), es encontrar las secuencias de nucleótidos de regiones hipervariables del DNA nuclear o mitocondrial y compararlas entre poblaciones. Por tal motivo, la estimación de la variación molecular entre las poblaciones de R. rosea es necesaria para establecer el grado de diferenciación genética entre ellas, con el objetivo de confirmar la validez de las subespecies reconocidas, así como discutir estas características con aquellas morfológicas documentadas en la literatura, dilucidar las relaciones entre las poblaciones y detectar variaciones suficientes para formular potenciales cambios en la taxonomía del género. El presente estudio, pretende analizar las secuencias nucleotídicas provenientes de varios marcadores moleculares, tanto nucleares (Fib 7, GAPHD y TGF) como mitocondriales (ND2, COI, cyt b) de la Tangara rosa (R. rosea) en toda su área de distribución, con el fin de desarrollar análisis filogenéticos y filogeográficos que permitan vislumbrar los procesos divergencia evolutiva en esta especie, los eventos históricos que los promovieron y  evaluar el estatus taxonómico de las poblaciones para dar sugerencias que puedan ser relevantes para programas de conservación.",,,
Yair Guillermo Molina Martínez,"Composición y estructura de las aves del campus de la Universidad de Ibagué, Ibagué ¿ Tolima, Colombia: Fase 1.",Tipo de proyecto: Investigación y desarrollo,Febrero 2017,2017,,Mayo 2018,2018," El presente estudio quiere establecer de manera preliminar la composición y estructura de  las aves en el campus de la Universidad de Ibagué (Sede principal ¿ Santa Ana). Con este fin, se realizaran capturas por medio de redes de niebla y monitoreos visuales y auditivos  a lo largo de 5 meses. Mes a mes se establecerá la composición de especies, la riqueza, abundancia y se llevaran a cabo análisis de biodiversidad, dominancia y similaridad, adicionalmente las especies serán clasificadas dentro de categorías ecológicas. La información encontrada permitirá continuar con el establecimiento de información base para programas de conservación, educación ambiental y planificación de espacios naturales dentro de la Universidad de Ibagué.",,,
Yair Guillermo Molina Martínez,DIAGNÓSTICO DE LOS PRESTADORES DE SERVICIOS TURÍSTICOS ASOCIADOS A LA RUTA DE AVITURISMO DEL NORTE DEL TOLIMA,Tipo de proyecto: Investigación y desarrollo,Agosto 2018,2018,,,," En los últimos años el país se viene posicionando en el mercado internacional como unos de los primeros destinos de interés para la observación de aves gracias a su gran biodiversidad, cerca de 1900 especies se encuentran en nuestro país y en nuestro departamento al menos unas 700. Nuestro objetivo es el de conocer la potencialidad de nueve municipios que harán parte de una ruta de observación de aves que ofrezca a agencias nacionales e internacionales tanto una lista de chequeo muy nutrida, como una oferta de alojamientos, senderos, guías de aviturismo, informadores locales y servicios complementarios que permitan vender un producto de calidad. Por esta razón, mediante convenio con la Cámara de comercio de Honda, Guaduas y el norte del Tolima y la Asociación Tolimense de Ornitología visitamos cerca de 60 localidades en 28 días y 9 municipios con más de 200 km recorridos haciendo un diagnóstico tanto de prestadores establecidos y potenciales,  como de la avifauna presente en esta zona del departamento.",,,
Yair Guillermo Molina Martínez,BIODIVERSIDAD FAUNÍSTICA Y FLORÍSTICA DEL RÍO TOTARE- BIODIVERSIDAD FASE III,Tipo de proyecto: Investigación y desarrollo,Junio 2006,2006, 12,Julio 2007,2007, Se dearrollo esta investigacion con el epoyo economico de la Universidad del Tolima y CORTOLIMA,,,
Yair Guillermo Molina Martínez,Restitucion del agua al bosque del Colegio SOS,Tipo de proyecto: Extensión y responsabilidad social CTI,Enero 2003,2003, 12,,,,,,
Yair Guillermo Molina Martínez,Caracterizacion faunistica del bosque del Colegio SOS,Tipo de proyecto: Extensión y responsabilidad social CTI,Enero 2005,2005, 12,,,,,,
Yair Guillermo Molina Martínez,Evaluación de los niveles de presión sonora en la Universidad de Ibagué y su área de influencia,Tipo de proyecto: Investigación y desarrollo,Agosto 2015,2015,,Octubre 2016,2016," El Ruido puede generar diferentes efectos negativos sobre la salud, desde la hipoacusia hasta el stress.   A pesar del sin número de efectos potenciales, el ruido es considerado una de las problemáticas ambientales actuales más comunes, sobre la cual se ejerce poca atención y control. En ambientes educativos el ruido puede ocasionar stress, perdida de la atención, problemas de comunicación interpersonal, disminución de la memoria e incluso afectar el desempeño en las tareas cognitivas. El presente estudio tiene como objetivo evaluar los niveles de presión sonora en el campus de la universidad de Ibagué y su área de influencia, con el fin de generar datos que permitan dar un efectivo control y manejo de la contaminación acústica en esta institución. Para ello, se establecerán cuadrillas cuadradas de 50 m de lado en el área de estudio. En el centro de cada una, se llevaran a cabo las mediciones de la presión sonora usando un sonómetro Tipo 1. Con los datos obtenidos y usando modelos de geoestadística se elabora un mapa de ruido. Adicionalmente, se harán comparaciones estadísticas de los niveles de ruido entre diferentes zonas de la universidad y el área de influencia de la misma. Con toda la información recolectada se diseñaran estrategias de seguimiento, control y mitigación del ruido las cuales a futuro podrán ser adicionadas al plan de manejo ambiental de la Universidad.",,,
Yair Guillermo Molina Martínez,BIODIVERSIDAD FAUNÍSTICA Y FLORÍSTICA DE LAS CUENCAS DE MAYORES DE LOS RÍOS RECIO Y SALDAÑA (SUBCUENCAS MENDARCO Y GUANABANOS) BIODIVERSIDAD REGIONAL FASE V,Tipo de proyecto: Investigación y desarrollo,Agosto 2008,2008, 200,Septiembre 2009,2009, Este proyecto se desarrollo con la financiacion de CORTOLIMA y cofinanciacion de la Universidad del Tolima,,,
Nohora Meneses Casas,Teoría de Galois diferencial y control en un modelo dinámico de digestión anaerobia para tratamiento de aguas residuales.,Tipo de proyecto: Investigación y desarrollo,Enero 2018,2018,,Diciembre 2019,2019,,,,
Richard Clayton Doughman III,La historia ambiental de la producción agroalimentaria en la cuenca del río Anaime,Tipo de proyecto: Investigación y desarrollo,Agosto 2016,2016,,Septiembre 2018,2018," La presente investigación representa una primera fase de un estudio más amplio planteado al futuro sobre el sistema agro-alimentario en la cuenca del río Anaime. Su objetivo de reconstruir la historia de la producción agro-alimentario en la cuenca apunta a asentar bases firmes para el análisis de la producción actual y las formas particulares en que transforma y se adapta al paisaje biofísico. La reconstrucción de la historia ambiental de la producción agroalimentaria local responderá a la siguiente pregunta de investigación: ¿Cómo las fuerzas y las relaciones de producción de la agricultura en la cuenca del río Anaime han sido circunscritos por el contorno bio-físico a la vez que lo han transformado históricamente? La agricultura representa una de los vínculos más antiguos y más intensos entre la sociedad humana y la naturaleza. A su nivel más básico, la producción agro-alimentario es una actividad metabólica entre el ser humano y su contorno natural. El agricultor transforma la naturaleza a través de su trabajo y la naturaleza transformada da sustancia y energía al agricultor en la forma de alimento. A la vez, cada transformación de la naturaleza crea las nuevas condiciones para toda transformación sucesiva. En efecto, la presente investigación, a través de la reconstrucción histórica de la producción agro- alimentaria en Cajamarca, pretende rastrear la apertura de la brecha metabólica en la cuenca del río Anaime de manera que la producción local de alimentos se orienta cada vez más hacia mercados urbanos remotos. La brecha metabólica, al resquebrar la relación sustentable entre la sociedad y la tierra, repercute a la vez en lo social y lo ecológico para producir un paisaje particular. La reconstrucción de la historia ambiental de la producción agro-alimentaria depende de dos objetivos específicos centrales: recuperar la historia local de la producción agro-alimentaria en la cuenca del río Anaime a partir de la memoria histórica de los y las agricultores y documentar la historia de la producción agro-alimentaria en la cuenca del río Anaime a partir de de archivos locales, departamentales y nacionales. En el nivel más básico la investigación sigue un método basado en el materialismo histórico. O'Connor (1998) delinea una metodología para la ecología política que analiza las relaciones históricas entre la cultura (entendida en su sentida más amplia) y la naturaleza. La recuperación de la historia local se realiza a través de un taller participativo y entrevistas con agricultores. La documentación de la historia se logra a través de la revisión de material de archivo para complementar, contrastar y completar la historia construida por los y las agricultores de forma participativa. Como resultados, la investigación producirá una historia ambiental de la producción agro-alimentaria en la que puede informar investigaciones a futuro sobre la evolución del sistema alimentario en el territorio. Generará una tipología participativa de los sistemas productivos presentes en la cuenca y una cartografía social de la cuenca, dos elementos que servirán como punto de partida para investigaciones futuras que apuntan a mapear el sistema alimentario local de forma más completa.",,,
Richard Clayton Doughman III,La reconstrucción de lo público a partir del pequeño municipio: la perspectiva de gobernanza desde las actividades productivas prevalecientes.,Tipo de proyecto: Investigación y desarrollo,Mayo 2019,2019,,,," Se aborda el tema de la gobernanza territorial en el escenario de los pequeños municipios, el 98% del total de Colombia. El análisis se enfoca desde la perspectiva neoinstitucional tomando como punto de apoyo la interdeterminación existente entre dos componentes: 1) Los atributos de la actividad económica establecida en un territorio y 2) La capacidad de acción pública de los actores territoriales. Se plantea, que el problema de las actividades económicas del sector agropecuario se justifica en el tipo de inversiones (activos específicos) que los actores económicos hacen para respaldar sus transacciones. Que a mayor especificidad de activos hay mayor incertidumbre y, por tanto, mayor presión por auto-organización y coordinación y mejor capacidad de acción pública territorial para enfrentar las contingencias. Entonces: ¿Cómo y por qué los atributos de una actividad económica contribuyen al diseño y la calidad de la gobernanza pública en un territorio?; ¿Cómo medir este efecto? ¿Qué innovaciones resultarían más convenientes en la capacidad de acción pública territorial? Siguiendo la trayectoria del Grupo RAET de avanzar ¿Hacia la construcción de modelos agroempresariales en una perspectiva territorial¿, la investigación estará centrada, por primera vez, en el escenario del pequeño municipio incluyendo PEDET, ZOMAC, ZIDRES principalmente de Tolima y Cundinamarca, y en el sector AGRO como actividad económica. Metodológicamente, en la perspectiva del modelo RAET, la investigación se apoya en unos estudios de contexto, un esquema de análisis, unas entrevistas estructuradas secto-territoriales de acción pública con actores estratégicos y unas agendas territoriales.",,,
Richard Clayton Doughman III,La cuenca alimentaria de la Universidad de Ibagué: evaluación del potencial del sistema alimentario universitario como mercado para la agricultura familiar sostenible del Tolima,Tipo de proyecto: Investigación y desarrollo,Marzo 2020,2020,,,," Un número creciente de instituciones de educación superior ha modificado sus estrategias de compras para acortar cadenas de abastecimiento en el sector alimentario y favorecer productos orgánicos de la agricultura familiar local. La Universidad de Ibagué (UI), con 843 empleados y una matrícula de más de 6000 estudiantes, tiene un peso significativo en la economía local como mercado institucional para una diversidad de productos, entre ellos alimentos. La presente investigación propone explorar el potencial que el mercado institucional de la UI podría representar para productos agro-alimentarios familiares y locales. El actual sistema alimentario globalizado tiende a excluir del mercado productos de la agricultura familiar. La expansión del sistema alimentario corporativo bajo la globalización neoliberal ha agravado los niveles de pobreza y desigualdad en las zonas rurales latinoamericanas (Teubal, 2001). El departamento del Tolima muestras índices de pobreza por encima de los índices nacionales, y gran parte de la población rural tolimense tiene necesidades básicas insatisfechas. Una política coherente que priorizara la compra de productos alimentarios de la agricultura y la agro-industria familiar local contribuiría a la generación nuevos ingresos para familias rurales en Ibagué y Tolima, la disminución de los índices de pobreza rural, la reducción la desigualdad económica rural-urbana en el Tolima, el fortalecimiento de cooperativas agro-industriales y asociaciones de productores locales, y la reducción de la huella de carbono de la universidad. La investigación se plantea desde una lectura crítica del sistema alimentario vigente, caracterizado por: la creciente liberalización del comercio agro-alimentario y por ende, una mayor dependencia del mercado para procurar el alimento; la transnacionalización de las cadenas productivas concentradas bajo el control de un número reducido de corporaciones; y la expansión de monocultivos extensivos para exportación a costo de la agro-biodiversidad y la soberanía alimentaria. Frente a este panorama, se reconoce la soberanía alimentaria como una repuesta ante el régimen alimentario corporativo, y específicamente se reconoce la urgencia de re-localizar los sistemas alimentarios para volverlos más sostenibles, tanto en términos económicos como sociales y ambientales. En este marco, las cadenas de abastecimiento basadas en valores se presentan como una herramienta conceptual que permite repensar la relación entre las instituciones y los agricultores locales, para envolver las relaciones del mercado en una economía moral.",,,
ALFREDO JOSE TORRES BENITEZ,ESTUDIO DE LA COMPOSICIÓN FISICOQUÍMICA DE LOS LODOS FLUVIOVOLCÁNICOS DE ARMERO-TOLIMA Y SU RELACIÓN CON LOS PROCESOS DE SUCESIÓN VEGETAL 25 AÑOS DESPUÉS DE LA ERUPCIÓN DEL VOLCÁN ARENAS DEL NEVADO DEL RUÍZ,Tipo de proyecto: Investigación y desarrollo,Septiembre 2011,2011, 7,Enero 2013,2013,,,,
ALFREDO JOSE TORRES BENITEZ,Flora arbórea y ornamental del campus de la Universidad de Ibagué (Tolima-Colombia),Tipo de proyecto: Investigación y desarrollo,Febrero 2017,2017,,Julio 2018,2018,,,,
ALFREDO JOSE TORRES BENITEZ,IDENTIFICACIÓN QUÍMICA DE METABOLITOS SECUNDARIOS EN LÍQUENES DEL GÉNERO Sticta spp. EN EL DEPARTAMENTO DEL TOLIMA,Tipo de proyecto: Investigación y desarrollo,Enero 2018,2018,,Junio 2019,2019,,,,
ALFREDO JOSE TORRES BENITEZ,COMPOSICIÓN Y DIVERSIDAD DE LA FLORA ARVENSE DE UN PAISAJE CAFETERO EN EL CENTRO DEL DEPARTAMENTO DEL HUILA,Tipo de proyecto: Investigación y desarrollo,Julio 2017,2017,,Julio 2018,2018,,,,
ALFREDO JOSE TORRES BENITEZ,DINÁMICA DE LA CALIDAD ATMOSFÉRICA DE IBAGUÉ A TRAVÉS DE GRADIENTES DE INTERVENCIÓN,Tipo de proyecto: Investigación y desarrollo,Julio 2017,2017,,Julio 2018,2018,,,,
ALFREDO JOSE TORRES BENITEZ,LÍQUENES CORTÍCOLAS COMO INDICADORES DE CALIDAD ATMOSFÉRICA EN RESERVAS DE LA SOCIEDAD CIVIL DEL MUNICIPIO DE IBAGUÉ,Tipo de proyecto: Investigación y desarrollo,Enero 2018,2018,,Junio 2019,2019,,,,
ALFREDO JOSE TORRES BENITEZ,Plan de Manejo Ambiental de la Reserva Natural de la Sociedad Civil Conjunto Reservas Naturales de SUMICOL S.A. La Estrella - RNSC01011,Tipo de proyecto: Investigación y desarrollo,Noviembre 2016,2016,,Marzo 2017,2017,,,,
ALFREDO JOSE TORRES BENITEZ,CARACTERIZACIÓN CITOGENÉTICA DE DOS ESPECIES ARBORESCENTES DEL GÉNERO Zamia,Tipo de proyecto: Investigación y desarrollo,Octubre 2013,2013,,Diciembre 2015,2015,,,,
ALFREDO JOSE TORRES BENITEZ,"Propuesta técnica para la formulación del plan de manejo ambiental de los humedales en el departamento del Tolima: caracterización ambiental, física y bioquímica de los humedales de zonas bajas en el departamento del Tolima",Tipo de proyecto: Investigación y desarrollo,Septiembre 2013,2013,,,,,,,
ALFREDO JOSE TORRES BENITEZ,"CARACTERIZACIÓN DE FLORA, EDAFOFAUNA EPIGEA, HERPETOS Y AVES PARA EL PROTOCOLO DE DELIMITACIÓN DEL COMPLEJO DE PÁRAMOS CHILÍ-BARRAGÁN EN EL DEPARTAMENTO DEL TOLIMA",Tipo de proyecto: Investigación y desarrollo,Marzo 2013,2013,,,,,,,
ALFREDO JOSE TORRES BENITEZ,"Antraquinonas, dépsidos y depsidonas de líquenes antárticos: aislamiento, simulación molecular y actividad remielinizante y neuroprotectiva",Tipo de proyecto: Investigación y desarrollo,Agosto 2020,2020,,,,,,,
ALFREDO JOSE TORRES BENITEZ,Estructura y diversidad florística de un remanente de bosque subandino de la microcuenca de la quebrada Ambalá en la ciudad de Ibagué,Tipo de proyecto: Investigación y desarrollo,Julio 2015,2015,,Septiembre 2017,2017,,,,
ALFREDO JOSE TORRES BENITEZ,Diversidad y distribución de líquenes cortícolas en el área urbana y periurbana de la ciudad de Ibagué-Tolima,Tipo de proyecto: Investigación y desarrollo,Julio 2015,2015,,Enero 2017,2017,,,,
ALFREDO JOSE TORRES BENITEZ,EVALUACIÓN DE ÓXIDOS ATMOSFÉRICOS Y SU RELACIÓN CON LA DIVERSIDAD LIQUÉNICA EN EL ÁREA URBANA Y PERIURBANA DE LA CIUDAD DE IBAGUÉ-TOLIMA,Tipo de proyecto: Investigación y desarrollo,Agosto 2016,2016,,Diciembre 2017,2017,,,,
ALFREDO JOSE TORRES BENITEZ,Evaluación preliminar de la calidad atmosférica en zonas verdes de la ciudad de Ibagué a través del estudio de líquenes cortícolas,Tipo de proyecto: Investigación y desarrollo,Agosto 2016,2016,,Julio 2018,2018,,,,
ALFREDO JOSE TORRES BENITEZ,Diversidad de líquenes cortícolas en el bosque subandino El Espejo de la microcuenca de la quebrada Ambalá en la ciudad de Ibagué,Tipo de proyecto: Investigación y desarrollo,Febrero 2017,2017,,Julio 2018,2018,,,,
ALFREDO JOSE TORRES BENITEZ,"Extracción e identificación cualitativa de los metabolitos secundarios presentes en Zamia furfuracea (Cycadales, Zamiaceae)",Tipo de proyecto: Investigación y desarrollo,Febrero 2017,2017,,Julio 2018,2018,,,,
Miguel César Moreno Palacios,EVALUACIÓN DE ÓXIDOS ATMOSFÉRICOS Y SU RELACIÓN CON LA DIVERSIDAD LIQUÉNICA EN EL ÁREA URBANA Y PERIURBANA DE LA CIUDAD DE IBAGUÉ-TOLIMA,Tipo de proyecto: Investigación y desarrollo,Julio 2016,2016,,Agosto 2017,2017," La contaminación del aire es reconocido como un riesgo ambiental importante para la salud en el mundo, provoca siete millones de defunciones prematuras, representando uno de los problemas sanitarios más relevantes, superado únicamente con la hipertensión y la desnutrición En Colombia la resolución 601 y 610 del Ministerio de Ambiente, Vivienda y Desarrollo Territorial estipuló dentro los niveles máximos permitidos para contaminantes criterios de concentración para; monóxido de carbono, dióxidos de azufre y nitrógeno, ozono, partículas totales en suspensión y material particulado 2,5 y 10. Para determinar la calidad de aire de una zona se requiere la adquisición de estaciones de monitoreo, lo que implica costos de instalación y mantenimiento. Por esta razón es importante la búsqueda de otro tipo de indicador que sea de bajo costo y de fácil aplicación. Los líquenes son organismos simbióticos que pueden encontrarse en una variedad de ambientes. Estos pueden desarrollarse sobre diferentes sustratos, como cortezas, roca, suelo y hojas, pero gran parte del agua y los nutrientes son tomados directamente de la atmosfera. Su fisiología general ha permitido reconocerlos como indicadores de la calidad ambiental, por motivo de su alta sensibilidad a cambios en los componentes atmosféricos, que afectan su abundancia, distribución y vitalidad. El monitoreo ambiental con base en el estudio de líquenes ha sido una idea poco explorada en Colombia. La sensibilidad a los componentes de la atmosfera es una propiedad que depende de la especie o gremio al que pertenece cada liquen, por esta razón es necesario establecer en una primera instancia que diversidad de líquenes se encuentran asociados a diferentes entornos y como segunda instancia hay que determinar las características que tienen estos entornos. El presente estudio busca identificar patrones de contaminación atmosférica y evaluar de forma preliminar su relación con la diversidad de líquenes cortícolas en el área urbana y periurbana de la ciudad de Ibagué-Tolima Realizado mediciones de NO2, SO2, CO y O3 en 50 puntos, 25 en el área urbana y 25 en el área periurbana de la ciudad de Ibagué, utilizando un equipo Aeroqual 500, de sensores intercambiables. Ya que las concentraciones de gases atmosféricos pueden variar por efecto de condiciones climáticas se realizarán dos réplicas del muestreo, una en época lluviosa y una en época seca, para un total de 100 mediciones en el área urbana y 100 en la periurbana. A partir de datos de diversidad liquénica realizadas por el grupo en investigación anteriores se desarrollará un modelo de regresión lineal seleccionado por criterios de Akaike (AIC) y Bayesiano (BIC).",,,
Miguel César Moreno Palacios,EVALUACIÓN PRELIMINAR DE LA CALIDAD ATMOSFÉRICA EN ZONAS VERDES DE LA CIUDAD DE IBAGUÉ A TRAVÉS DEL ESTUDIO DE LÍQUENES CORTÍCOLAS,Tipo de proyecto: Investigación y desarrollo,Octubre 2016,2016,,Octubre 2017,2017," Los hongos liquenizados son formas de vida simbióticas, que se desarrollan en diferentes tipos de sustratos como hojas, árboles, rocas o incluso en componentes estructurales de la ciudad. La mayor parte del agua y los nutrientes son tomados directamente de la atmosfera, siendo muy sensibles a cambios en la calidad del aire, lo que afecta su diversidad y cobertura, y los ha perfilado como bioindicadores de la pureza atmosférica. Colombia presenta pocos estudios dedicados a monitorear la calidad del aire a partir de líquenes en ambientes perturbados. Este proyecto pretende evaluar la calidad atmosférica en zonas verdes de la ciudad de Ibagué a través de la implementación de índices basados en el estudio de comunidades liquénicas y su contraste con zonas de tráfico vehicular. Para esto se aplicarán dos índices: El Índice de pureza atmosférica (IPA) y el Valor de diversidad de líquenes (LDV).",,,
Miguel César Moreno Palacios,"Filogeografia mitocondrial y nuclear de la Tangara rosada Rhodinocichla rosea (Lesson, 1832): el efecto del aislamiento geográfico y el nicho ecológico en los procesos de divergencia evolutiva.",Tipo de proyecto: Investigación y desarrollo,Enero 2017,2017,,,," El complejo de especies Rhodinocichla rosea se distribuye de manera discontinua desde el noroccidente de México, pasando por Costa Rica, Panamá y Colombia, hasta el norte de Venezuela. Todas las poblaciones de la especie se encuentran aisladas y han resultado en el reconocimiento de al menos cinco subespecies. Aunque un análisis previo muestra que cada población de la especie puede presentar caracteres morfológicos diagnosticables, ciertamente solo las poblaciones mexicanas son morfológicamente distinguibles, mientras que las demás pueden presentar caracteres solapados. Por tanto, no existen evidencias claras que justifiquen el reconocimiento de un linaje diferente en cada población y en consecuencia una subdivisión del género. De igual manera, la evidente diferenciación morfológica de las poblaciones mexicanas frente a las de Centro y Sur América advierte la posibilidad de que estas correspondan a un taxón diferente, mientras que las poblaciones en Colombia podrían probar ser la misma subespecie. Esta información, sumada al aislamiento geográfico aparente, sugiere la necesidad de una revisión detallada de las poblaciones de esta especie, a través del análisis de caracteres de alta resolución. Una herramienta importante con la cual se puede dilucidar la divergencia genética en taxones bajos (especie y población), es encontrar las secuencias de nucleótidos de regiones hipervariables del DNA nuclear o mitocondrial y compararlas entre poblaciones. Por tal motivo, la estimación de la variación molecular entre las poblaciones de R. rosea es necesaria para establecer el grado de diferenciación genética entre ellas, con el objetivo de confirmar la validez de las subespecies reconocidas, así como discutir estas características con aquellas morfológicas documentadas en la literatura, dilucidar las relaciones entre las poblaciones y detectar variaciones suficientes para formular potenciales cambios en la taxonomía del género. El presente estudio pretende analizar las secuencias nucleotídicas provenientes de varios marcadores moleculares, tanto nucleares (Fib 7, GAPHD y TGF) como mitocondriales (ND2, COI, cyt b) de la Tangara rosa (R. rosea) en toda su área de distribución, con el fin de desarrollar análisis filogenéticos y filogeográficos que permitan vislumbrar los procesos divergencia evolutiva en esta especie, los eventos históricos que los promovieron y  evaluar el estatus taxonómico de las poblaciones para dar sugerencias que puedan ser relevantes para programas de conservación.",,,
Miguel César Moreno Palacios,DINÁMICA DE LA CALIDAD ATMOSFÉRICA DE IBAGUÉ A TRAVÉS DE  GRADIENTES DE INTERVENCIÓN,Tipo de proyecto: Investigación y desarrollo,Abril 2017,2017,,Marzo 2018,2018," A pesar de que la contaminación del aire es uno de los principales problemas en la ciudad de Ibagué, actualmente no existen estrategias que monitoreen las emisiones de contaminantes que se generen a diario. Los líquenes representan un importante papel como bioindicadores de la calidad atmosférica debido a su sensibilidad frente a cambios bruscos que se presenten en el ambiente llegando a afectar su diversidad y cobertura debido a que son formas de vida simbióticas, que se desarrollan en diferentes tipos de sustratos como hojas, árboles, rocas o incluso en componentes estructurales de la ciudad. En Colombia existen pocos estudios básicos dedicados a monitorear la calidad del aire a partir de líquenes en ambientes perturbados. Este proyecto pretende evaluar la relación de los índices de calidad atmosférica con las mediciones de óxidos atmosféricos presentes en el área urbana y periurbana de la ciudad de Ibagué a través de gradientes de intervención.",,,
Miguel César Moreno Palacios,"Estudio técnico y participativo de la biodiversidad aviar del municipio de Ibagué-Tolima, como estrategia para la consolidación del ecoturismo de aves, la  conservación de sus hábitats y el desarrollo de procesos de educación ambiental",Tipo de proyecto: Extensión y responsabilidad social CTI,Febrero 2017,2017,,,,,,,
