Investigador,Nombre del producto,Tipo,Autores,Lugar,Editorial,DOI,ISSN,Revista,Año,Volumen,Fasciculo,Página inicial,Página final,Palabras,Area,Sectores
Lida Marcela Franco Pérez,Movement behavior of the Monito del monte (Dromiciops gliroides): new insights into the ecology of a unique marsupial,Artículo - Publicado en revista especializada,"GIOVANY GUEVARA CARDONA, LIDA MARCELA FRANCO PEREZ",  Chile, Sociedad De Biologia De Chile, 10.1186/s40693-019-0088-y, 0717-6317,Revista Chilena de Historia Natural,2019, 92, 8, 1, 7,"Ambito de hogar,",,
Lida Marcela Franco Pérez,"El caso de la nutria neotropical (Lontra longicaudis Olfers, 1818) como mascota en el Río Magdalena (Colombia)",Artículo - Publicado en revista especializada,"GIOVANY GUEVARA CARDONA, LIDA MARCELA FRANCO PEREZ", , Forec Universidad De Caldas, 10.17151/bccm.2018.22.2.6, 0123-3068,Boletin Cientifico del Centro de Museos,2018, 22, 2, 68, 75,,,
Lida Marcela Franco Pérez,Linking riparian forest harvest to benthic macroinvertebrate communities in Andean headwater streams in southern Chile,Artículo - Publicado en revista especializada,"LIDA MARCELA FRANCO PEREZ, GIOVANY GUEVARA CARDONA",  Países Bajos, Elsevier GmbH, 10.1016/j.limno.2017.07.007, 0075-9511,Limnologica,2018, 68, N/A, 105, 114,,,
Lida Marcela Franco Pérez,Electochemical Detection of Imidacloprid Using a Screen Printed Single Walled Carbon Nanotubes Coated with and Ionic Liquids,Artículo - Publicado en revista especializada,"OLIMPO JOSE GARCIA BELTRAN, LIDA MARCELA FRANCO PEREZ, EDGAR ORLANDO NAGLES VIDAL",  Serbia, Fundacao Cesgranrio, 10.20964/2018.06.73, 1452-3981,International Journal of Electrochemical Science,2018, 13, N/A, 5775, 5787,"Honey,",,
Jeferson  Fernando Piamba JIMENEZ,A Mössbauer and magnetic study of ball milled Fe-doped ZnO Powders,Artículo - Publicado en revista especializada,"JEFERSON FERNANDO PIAMBA JIMENEZ, LIGIA EDITH ZAMORA, JUAN CARLOS PAZ, JESUS ANSELMO TABARES, GERMAN ANTONIO PEREZ ALCAZAR",  Suiza, Kluwer Academic Publishers, 10.1007/s10751-015-1155-7, 0304-3843,Hyperfine Interactions,2015, 232, , 111, 118,"Diluted magnetic semiconductors,",,
Jeferson  Fernando Piamba JIMENEZ,Effect of Disorder on the Structural and Magnetic Properties of the Fe50Si50 Nanostructured System,Artículo - Publicado en revista especializada,"JEFERSON FERNANDO PIAMBA JIMENEZ, GERMAN ANTONIO PEREZ ALCAZAR",  Colombia, Elsevier Bv, http://dx.doi.org/10.1016/j.jallcom.2014.12.277, 0925-8388,Journal of Alloys and Compounds,2015, 15, N/A, 1, 12,"Mechanical alloying,",,
Jeferson  Fernando Piamba JIMENEZ,Mossbauer and XRD characterization of the phase transformations in a Fe-Mn-Al-C-Mo-Si-Cu as cast alloy during tribology test,Artículo - Publicado en revista especializada,JEFERSON FERNANDO PIAMBA JIMENEZ,  Países Bajos, Kluwer Academic Publishers, 10.1007/s10751-015-1127-y, 0304-3843,Hyperfine Interactions,2015, 1, 1, 1, 8,"Fermanal Steel,",,
Jeferson  Fernando Piamba JIMENEZ,Evidence of magnetic dipolar interaction in micrometric powders of the Fe50Mn10Al40 system: Melted alloys,Artículo - Publicado en revista especializada,"GERMAN ANTONIO PEREZ ALCAZAR, LIGIA EDITH ZAMORA, JESUS ANSELMO TABARES, JEFERSON FERNANDO PIAMBA JIMENEZ, J M GONZALEZ, JEAN MARC GRENECHE, A MARTINEZ, J J ROMERO, J F MARCO",  Colombia, Elsevier Science Bv,, 0304-8853,Journal of Magnetism and Magnetic Materials,2013, 327, 1, 137, 145,"X-ray diffraction,",,
Jeferson  Fernando Piamba JIMENEZ,Automatic Method for Vickers Hardness Estimation by Image Processing,Artículo - Publicado en revista especializada,"JEFERSON FERNANDO PIAMBA JIMENEZ, MANUEL GUILLERMO FORERO VARGAS, CLAUDIA LORENA MAMBUSCAY LOZANO, CARLOS ANTONIO JACANAMEJOY JAMIOY", , Multidisciplinary Digital Publishing Institute (MDPI), 10.3390/jimaging9010008, 2313-433X,Journal of Imaging,2023, 9, N/A, 1, 15,"Vickers hardness,",,
Jeferson  Fernando Piamba JIMENEZ,Mössbauer and xrd study of the Fe0.5Si0.5 system produced by mechanical alloying and sinterization,Artículo - Publicado en revista especializada,"JEFERSON FERNANDO PIAMBA JIMENEZ, RUBY ROCIO RODRIGUEZ, GERMAN ANTONIO PEREZ ALCAZAR",  Colombia, Unam Universidad Nacional Autonoma De Mexico,, 0035-001X,Revista Mexicana de Fisica,2012, 57, 2, 88, 92,"FeSi,",,
Jeferson  Fernando Piamba JIMENEZ,ESTUDIO DEL EFECTO DE TAMAÑO PARTÍCULA EN LAS PROPIEDADES DE LA ALEACIÓN Fe90si10,Artículo - Publicado en revista especializada,"JEFERSON FERNANDO PIAMBA JIMENEZ, RUBY ROCIO RODRIGUEZ, GERMAN ANTONIO PEREZ ALCAZAR, JEAN MARC GRENECHE",  Venezuela, Ediciones Universidad Simón Bolívar,, 0255-6952,Revista Latinoamericana De Metalurgia Y Materiales,2009, 2, 2, 737, 740,"Aleamiento mecánico,",,
Jeferson  Fernando Piamba JIMENEZ,Estudio Mössbauer Y DRX Del Sistema Fe0.5Si0.5 Aleado Mecánicamente,Artículo - Publicado en revista especializada,"JEFERSON FERNANDO PIAMBA JIMENEZ, RUBY ROCIO RODRIGUEZ, GERMAN ANTONIO PEREZ ALCAZAR",  Colombia, Pontificia Universidad Javeriana,, 0120-2650,Revista Colombiana De Fisica,2011, 43, 3, 702, 706,"FeSi,",,
Jeferson  Fernando Piamba JIMENEZ,Study of Fe-doped ZnO by Mechanical Alloying,Artículo - Publicado en revista especializada,"JEFERSON FERNANDO PIAMBA JIMENEZ, JUAN CARLOS PAZ, LIGIA EDITH ZAMORA, GERMAN ANTONIO PEREZ ALCAZAR",  Estados Unidos, Springer Netherlands,, 1557-1939,Journal of Superconductivity and Novel Magnetism,2012, 19, 1, 1300, 1303,"ZnO,",,
Jeferson  Fernando Piamba JIMENEZ,Theoretical and experimental study of FeSi on magnetic and phase properties,Artículo - Publicado en revista especializada,"JEFERSON FERNANDO PIAMBA JIMENEZ, INES CAROLINA ORTEGA PORTILLA, RAIZA OJALIJU HERNANDEZ BRAVO, J M GONZALEZ, JESUS ANSELMO TABARES, GERMAN ANTONIO PEREZ ALCAZAR, JUAN MANUEL ALVARADO", , Springer-Verlag London Ltd., 10.1007/s00339-020-04038-8, 1432-0630,Applied Physics A: Materials Science and Processing,2020, 126, , ,,"Mössbauer spectrometry,",,
Jeferson  Fernando Piamba JIMENEZ,Mössbauer and XRD characterization of the effect of heat treatment and the tribological test on the physical and mechanical properties of a Fe-Mn-Al-C alloy,Artículo - Publicado en revista especializada,"JEFERSON FERNANDO PIAMBA JIMENEZ, JORGE RAMOS, HECTOR SANCHEZ STHEPA, GERMAN ANTONIO PEREZ ALCAZAR", , Kluwer Academic Publishers, 10.1007/s10751-017-1425-7, 0304-3843,Hyperfine Interactions,2017, 238, 1, 55, 62,"Fermanal Steel,",,
Jeferson  Fernando Piamba JIMENEZ,Thermal Transport Measurements of LaCoO3 and SrTiO3,Artículo - Publicado en revista especializada,"ALEXANDER CORTES SOTO, JEFERSON FERNANDO PIAMBA JIMENEZ, JUAN SEBASTIAN TRUJILLO HERNANDEZ, WILSON LOPERA MUNOZ, PEDRO ANTONIO PRIETO PULIDO", , Springer Netherlands, 10.1007/s10948-018-4840-3, 1557-1947,Journal of Superconductivity and Novel Magnetism,2018, 32, 5, 1367, 1370,"Thermoelectricity,",,
BILMA ADELA FLORIDO CUELLAR,"Aves del Municipio de Ibague, Tolima Colombia",Artículo - Publicado en revista especializada,BILMA ADELA FLORIDO CUELLAR,  Colombia, Instituto de Investigación de Recursos Biológicos Alexander von Humboldt,, 0124-5376,Biota Colombiana,2007, 8, 2, 199, 220,,,
Natalie Charlotte Cortés Rendón,Neuroprotective activity and acetylcholinesterase inhibition of five Amaryllidaceae species: A comparative study,Artículo - Publicado en revista especializada,"EDISON OSORIO DURANGO, NATALIE CHARLOTTE CORTES RENDON",  Países Bajos, Pergamon-Elsevier Science Ltd, 10.1016/j.lfs.2014.12.011, 0024-3205,Life Sciences,2014, 122, , 42, 50,,,
Natalie Charlotte Cortés Rendón,Antinociceptive activity of extracts and secondary metabolites from wild growing and micropropagated plants of Renealmia alpinia,Artículo - Publicado en revista especializada,NATALIE CHARLOTTE CORTES RENDON,  Irlanda, Elsevier Bv, 10.1016/j.jep.2015.02.012, 0378-8741,Journal of Ethnopharmacology,2015, 165, , 191, 197,,,
Natalie Charlotte Cortés Rendón,Alkaloid metabolite profiles by GC/MS and acetylcholinesterase inhibitory activities with binding-mode predictions of five Amaryllidaceae plants,Artículo - Publicado en revista especializada,NATALIE CHARLOTTE CORTES RENDON,  Países Bajos, Elsevier Science Bv, 10.1016/j.jpba.2014.09.022, 0731-7085,Journal of Pharmaceutical and Biomedical Analysis,2014, 102, , 222, 228,,,
Natalie Charlotte Cortés Rendón,Determinación de la actividad antioxidante en ingredientes herbales para alimentos utilizando nuevos métodos de análisis químico,Artículo - Publicado en revista especializada,NATALIE CHARLOTTE CORTES RENDON,  Colombia, Universidad Nacional De Trujillo,, 2077-9917,Scientia Agropecuaria,2011, 2, N/A, 133, 137,"HPTLC, DPPH, Antioxidantes, Thymus vulgaris, ,",,
Natalie Charlotte Cortés Rendón,Microscopical descriptions and chemical analysis by HPTLC of Taraxacum officinale in comparison to Hypochaeris radicata: a solution for mis-identification,Artículo - Publicado en revista especializada,"NATALIE CHARLOTTE CORTES RENDON, EDISON OSORIO DURANGO, RAQUEL SERNA BETANCUR, CRISTINA LUCIA MORA ARANGO",  Brasil, Sociedade Brasileira de Farmacognosia, 10.1016/j.bjp.2014.07.018, 1981-528X,Revista Brasileira de Farmacognosia,2014, 24, , 381, 388,,,
Natalie Charlotte Cortés Rendón,In vitro and in silico analysis of galanthine from Zephyranthes carinata as an inhibitor of acetylcholinesterase,Artículo - Publicado en revista especializada,NATALIE CHARLOTTE CORTES RENDON, , Elsevier Masson, 10.1016/j.biopha.2022.113016, 1950-6007,Biomedicine and Pharmacotherapy,2022, 150, , ,,,,
Natalie Charlotte Cortés Rendón,"Microsatellites, morphological, and alkaloids characterization of Zephyranthes fosteri and Z. alba (Amaryllidaceae): Allopatric populations",Artículo - Publicado en revista especializada,NATALIE CHARLOTTE CORTES RENDON, , Jai-Elsevier Ltd, 10.1016/j.bse.2022.104398, 1873-2925,Biochemical Systematics and Ecology,2022, 101, , ,,,,
Natalie Charlotte Cortés Rendón,Biosystem Analysis of the Hypoxia Inducible Domain Family Member 2A: Implications in Cancer Biology,Artículo - Publicado en revista especializada,NATALIE CHARLOTTE CORTES RENDON,  Suiza, Multidisciplinary Digital Publishing Institute (MDPI), 10.3390/genes11020206, 2073-4425,Genes,2020, 11, , 1, 20,,,
Natalie Charlotte Cortés Rendón,Photoprotective and Therapeutic Potential in Skin Cancer of Amaryllidaceae Alkaloids,Artículo - Corto (Resumen),NATALIE CHARLOTTE CORTES RENDON, , MDPI AG, 10.3390/proceedings2019022059, 2504-3900,Proceedings,2019, 22, N/A, 59, 59,"alcaloides,",,
Natalie Charlotte Cortés Rendón,Amaryllidaceae Alkaloids from Zephyrantes Carinata and Their Evaluation as Cholinesterases (AChE and BChE) Inhibitors,Artículo - Corto (Resumen),NATALIE CHARLOTTE CORTES RENDON, , MDPI AG, 10.3390/proceedings2019022066, 2504-3900,Proceedings,2019, 22, N/A, 66, 66,"alcaloides,",,
Natalie Charlotte Cortés Rendón,Inactivation of Fusarium oxysporum Conidia in Soil with Gaseous Ozone. Preliminary Studies,Artículo - Publicado en revista especializada,NATALIE CHARLOTTE CORTES RENDON, ," Falmer Press, Taylor & Francis Inc.", 10.1080/01919512.2019.1608810, 0191-9512,Ozone: Science and Engineering,2020, 42, 1, 36, 42,"Ozono,",,
Natalie Charlotte Cortés Rendón,Sinopsis de la familia Amaryllidaceae en Colombia,Artículo - Publicado en revista especializada,NATALIE CHARLOTTE CORTES RENDON, , Instituto de Investigación de Recursos Biológicos Alexander von Humboldt, 10.21068/c2019.v20n01a01, 0124-5376,Biota Colombiana,2019, 20, , 2, 20,"Amaryllidaceae,",,
Natalie Charlotte Cortés Rendón,Neuroprotection and improvement of the histopathological and behavioral impairments in a murine Alzheimers model treated with Zephyranthes carinata alkaloids,Artículo - Publicado en revista especializada,"EDISON OSORIO DURANGO, NATALIE CHARLOTTE CORTES RENDON",  Francia, Elsevier Masson, 10.1016/j.biopha.2018.12.013, 1950-6007,Biomedicine and Pharmacotherapy,2019, 110, , 482, 492,"alcaloides,",,
Natalie Charlotte Cortés Rendón,Amaryllidaceae alkaloids as agents with protective efects against oxidative neural cell injury,Artículo - Publicado en revista especializada,NATALIE CHARLOTTE CORTES RENDON,  Colombia, Pergamon-Elsevier Science Ltd, 10.1016/j.lfs.2018.04.026, 0024-3205,Life Sciences,2018, 203, N/A, 54, 65,,,
Natalie Charlotte Cortés Rendón,Changes in the hippocampal and peripheral phospholipid profiles are associated with neurodegeneration hallmarks in a long-term global cerebral ischemia model: Attenuation by Linalool,Artículo - Publicado en revista especializada,"EDISON OSORIO DURANGO, NATALIE CHARLOTTE CORTES RENDON, ANGELICA MARIA SABOGAL GUAQUETA, RAFAEL ANDRES POSADA DUQUE, GLORIA PATRICIA CARDONA CUERVO",  Nueva Zelanda, Elsevier Science, 10.1016/j.neuropharm.2018.04.015, 0028-3908,Neuropharmacology,2018, 135, N/A, 555, 571,,,
Natalie Charlotte Cortés Rendón,Alkaloids of Amaryllidaceae as Inhibitors of Cholinesterases (AChEs and BChEs): An Integrated Bioguided Study,Artículo - Publicado en revista especializada,NATALIE CHARLOTTE CORTES RENDON,  Colombia," John Wiley & Sons, Inc.", 10.1002/pca.2736, 1099-1565,Phytochemical Analysis,2017, 29, N/A, 217, 227,,,
Natalie Charlotte Cortés Rendón,"Cholinesterase Inhibition Activity, Alkaloid Proﬁling and Molecular Docking of Chilean Rhodophiala (Amaryllidaceae)",Artículo - Publicado en revista especializada,"NATALIE CHARLOTTE CORTES RENDON, EDISON OSORIO DURANGO",  Nueva Zelanda, Multidisciplinary Digital Publishing Institute (MDPI), 10.3390/molecules23071532, 1420-3049,Molecules,2018, 23, 1532, 1, 27,,,
Carlos Eduardo Beltran Reyes,las capacidades para detectar y plantear problemas,Artículo - Corto (Resumen),CARLOS EDUARDO BELTRAN REYES,  Colombia, Editorial Universidad De Ibague Coruniversitaria,, 0123-9643,Cuadernos De La Facultad De Ciencias Naturales Y Matemáticas,2002, , , 2, 6,,,
Carlos Eduardo Beltran Reyes,Una Aproximación a la geometria,Artículo - Corto (Resumen),CARLOS EDUARDO BELTRAN REYES,  Colombia, Editorial Universidad De Ibague Coruniversitaria,, 0123-9643,Cuadernos De La Facultad De Ciencias Naturales Y Matemáticas,2003, , , 3, 7,,,
Carlos Eduardo Beltran Reyes,El aprendisaje basado en problemas,Artículo - Publicado en revista especializada,CARLOS EDUARDO BELTRAN REYES,  Colombia, Editorial Universidad De Ibague Coruniversitaria,, 0123-9643,Cuadernos De La Facultad De Ciencias Naturales Y Matemáticas,2006, VIII, N/A, 46, 49,,,
Carlos Eduardo Beltran Reyes,Los Matematicos de la relatividad,Artículo - Publicado en revista especializada,CARLOS EDUARDO BELTRAN REYES,  Colombia, Editorial Universidad De Ibague Coruniversitaria,, 0123-9643,Cuadernos De La Facultad De Ciencias Naturales Y Matemáticas,2005, vi, N/A, 16, 19,,,
Carlos Eduardo Beltran Reyes,El aprendizaje basado en problemas ABP aplicado a las ecuaciones diferenciales,Artículo - Publicado en revista especializada,CARLOS EDUARDO BELTRAN REYES,  Colombia, Universidad del Tolima,, 2027-3401,Perspectivas Educativas,2008, 1, N/A, 195, 210,,,
Luz Esther  González REYES,Band structure dependence on the external perpendicular magnetic field and Zn-concentration of photonic crystals made of Co1-xZnxFe2O4 nanoparticles,Artículo - Publicado en revista especializada,LUZ ESTHER GONZALEZ REYES,  Estados Unidos, Institute of Electrical and Electronics Engineers, 10.1109/TMAG.2015.2473139, 0018-9464,IEEE Transactions on Magnetics,2016, 52, N/A, 4600107, 4600107,,,
Luz Esther  González REYES,Band Structure of a 2D photonic crystal based on ferrofluids of Co0.8Zn0.2Fe2O4 nanoparticles under perpendicular applied magnetic fields,Artículo - Publicado en revista especializada,"JAVIER LOPEZ, LUZ ESTHER GONZALEZ REYES, MARIO QUINONEZ, MARIA ELENA GOMEZ, NELSON PORRAS MONTENEGRO, GUSTAVO ZAMBRANO",  Inglaterra, Kunming Institute of Physics, http://iopscience.iop.org/1742-6596/480/1, 1742-6596,Journal of Physics: Conference Series,2014, 480, N/A, 012033-1, 012033 4,,,
Luz Esther  González REYES,Magnetic field role on the structure and optical response of photonic crystals based on ferrofluids containing Co0.25Zn0.75Fe2O4 nanoparticles,Artículo - Publicado en revista especializada,"JAVIER LOPEZ, LUZ ESTHER GONZALEZ REYES, MARIO QUINONEZ, MARIA ELENA GOMEZ, NELSON PORRAS MONTENEGRO, GUSTAVO ZAMBRANO",  Estados Unidos, AIP (American Institute of Physics) Press, http://dx.doi.org/10.1063/1.4876315, 0021-8979,Journal of Applied Physics,2014, 115, N/A, 193502-1, 193502 7,,,
Luz Esther  González REYES,"Pressure, temperature and plasma frequency effects on the band structure of a 1D semiconductor photonic crystal",Artículo - Publicado en revista especializada,"LUZ ESTHER GONZALEZ REYES, NELSON PORRAS MONTENEGRO",  Colombia, Elsevier Science Bv, http://dx.doi.org/10.1016/j.physe.2011.11.018, 1386-9477,Physica E: Low-Dimensional Systems and Nanostructures,2012, 44, N/A, 773, 777,"Cristal fotónico,",,
Luz Esther  González REYES,A Multichannel Superconductor-Based Photonic Crystal Optical Filter Tunable in the Visible and Telecom Windows at Cryogenic Temperature,Artículo - Publicado en revista especializada,LUZ ESTHER GONZALEZ REYES,  Suiza, MDPI AG, 10.3390/photonics9070485, 2304-6732,Photonics,2022, 9, , 485, 13,,,
Luz Esther  González REYES,experimental realisation of tunable ferroelectric/superconductor (BTO/YBCO)N/STO 1D photonic crystals in the whole visible spectrum,Artículo - Publicado en revista especializada,LUZ ESTHER GONZALEZ REYES,  Inglaterra, Nature Publishing Group, 10.1038/s41598-020-69811-4, 2045-2322,Scientific Reports,2020, 10, , 13083, 13095,,,
Luz Esther  González REYES,YBa2Cu3O7−x /BaTiO3 1D superconducting photonic crystal with tunable broadband response in the visible range,Artículo - Publicado en revista especializada,"LUZ ESTHER GONZALEZ REYES, JOHN EDWARD ORDONEZ NANEZ, GUSTAVO ZAMBRANO, NELSON PORRAS MONTENEGRO",  Reino Unido, Springer Netherlands, https://doi.org/10.1007/s10948-017-4427-4, 1557-1939,Journal of Superconductivity and Novel Magnetism,2018, 31, , 2003, 2009,,,
Luz Esther  González REYES,"Optical response of 1D photonic crystals based on Cu3TMSe4 (TM = V, Nb, Ta) sulvanite compounds in the infrared spectral region",Artículo - Publicado en revista especializada,"LUZ ESTHER GONZALEZ REYES, NELSON PORRAS MONTENEGRO",  Reino Unido, American Scientific Publishers, https://doi.org/10.1166/jno.2018.2319, 1555-130X,Journal of Nanoelectronics and Optoelectronics,2018, 13, , 933, 938,,,
Luz Esther  González REYES,Design of multi-core fiber patch panel for space division multiplexing implementations,Artículo - Publicado en revista especializada,"LUZ ESTHER GONZALEZ REYES, NELSON PORRAS MONTENEGRO",  Reino Unido," Falmer Press, Taylor & Francis Inc.", https://doi.org/10.1080/01468030.2018.1448130, 0146-8030,Fiber and Integrated Optics,2018, 37, , 57, 65,,,
Luz Esther  González REYES,"Zn Concentration, Shape and Size Effects on the Band Structure of Photonic Crystals Based on Ferrofluids with (Co1-xZnxFe2O4) Nanoparticles",Artículo - Publicado en revista especializada,"LUZ ESTHER GONZALEZ REYES, NELSON PORRAS MONTENEGRO",  República Checa,, https://piers.org/piersproceedings/piers2015PragueProc.php, 1559-9450,The Electromagnetics Academy,2015, 00, , 83, 87,,,
Luz Esther  González REYES,Performance Enhancement of Multi-Core Fiber Transmission Using Real-Time FPGA Based Pre-Emphasis,Artículo - Publicado en revista especializada,"LUZ ESTHER GONZALEZ REYES, RAFAEL PUERTA RAMIREZ",  Estados Unidos, Optical Society of America (OSA), 10.1364/ACPC.2017.M2H.1, 5752-9582,"Proceedings Of Osa, Optical Society Of America",2017, 00, M2H 1, 1, 3,,,
Juan Carlos cardeño Ardila,EXISTENCE OF POSITIVE SOLUTIONS FOR A SUPERLINEAR ELLIPTIC SYSTEM WITH NEUMANN BOUNDARY CONDITION,Artículo - Publicado en revista especializada,JUAN CARLOS CARDENO ARDILA,  Estados Unidos, Texas State University - San Marcos,, 1072-6691,Electronic Journal of Differential Equations,2014, 21, , 23, 30,,,
Luz Adriana Sánchez Echeverri,Correlation between chemical compounds and mechanical response in culms of two different ages of Guadua angustifolia Kun,Artículo - Publicado en revista especializada,"LUZ ADRIANA SANCHEZ ECHEVERRI, MARIO ENRIQUE RODRIGUEZ GARCIA",  México, Instituto De Ecologia De Mexico,, 1405-0471,Madera Bosques,2014, 20, 2, 87, 94,,,
Luz Adriana Sánchez Echeverri,Mango (Mangifera indica L.) Dehydration as a Women Entrepreneurship Alternative in Vulnerable Communities,Artículo - Publicado en revista especializada,"LUZ ADRIANA SANCHEZ ECHEVERRI, NATALIA ANDREA SALAZAR CAMACHO, NELSON JAVIER TOVAR PERILLA", , Multidisciplinary Digital Publishing Institute (MDPI), 10.3390/su14031548, 2071-1050,Sustainability,2022, 14, 3, 1548, 1561,"Emprendimiento,",,
Luz Adriana Sánchez Echeverri,Potencialidad del uso de la Guadua Angustifolia Kunth para el refuerzo en tableros de cemento,Artículo - Publicado en revista especializada,"NELSON JAVIER TOVAR PERILLA, LUZ ADRIANA SANCHEZ ECHEVERRI",  Colombia, Universidad Nacional Abierta y a Distancia, 10.22490/25394088.5599, 1900-6608,Publicaciones E Investigación,2021, 15, 4, 1, 7,"Guadua,",,
Luz Adriana Sánchez Echeverri,Physicochemical characterization of traditional and commercial instant corn flours prepared with threshed white corn,Artículo - Publicado en revista especializada,LUZ ADRIANA SANCHEZ ECHEVERRI,  Colombia, Taylor & Francis Ltd, 10.1080/19476337.2011.653694, 1947-6345,CYTA - Journal of Food,2012, 10, 4, 287, 295,,,
Luz Adriana Sánchez Echeverri,A CORRELATION BETWEEN SOLUBLE AND INSOLUBLE FIBER WITH THE ELASTIC MODULUS IN FOUR VARIETIES OF BAMBOO,Artículo - Publicado en revista especializada,LUZ ADRIANA SANCHEZ ECHEVERRI,  México, Materials Research Society,, 0272-9172,Materials Research Society Symposia Proceedings,2010, 1277, N/A, 1, 4,,,
Luz Adriana Sánchez Echeverri,Efecto de la sulfidez en la respuesta a flexión de tableros de cemento reforzados con fibras de Guadua angustifolia kunth pre-tratadas alcalinamente,Artículo - Publicado en revista especializada,"LUZ ADRIANA SANCHEZ ECHEVERRI, JORGE ALBERTO MEDINA PERILLA, GERMAN CAMILO QUINTANA MARIN",  Chile, Departamento De Computacion Universidad De Tarapaca,, 0718-3305,Ingeniare,2021, 29, 2, 334, 345,"Caracterización,",,
Luz Adriana Sánchez Echeverri,Production and characterization of hard films of ZrN with temperature variations.,Artículo - Publicado en revista especializada,"LUZ ADRIANA SANCHEZ ECHEVERRI, ASTRID LORENA GIRALDO BETANCUR, CRISTIAN MARDOR MOLINA GONZALEZ, ALFONSO DEVIA CUBILLOS, HERNADO JIMENEZ, PEDRO JOSE ARANGO ARANGO, VICENTE BENAVIDES, DIEGO FERNANDO ARIAS MATEUS, YULIETH CRISTINA ARANGO, ELIZABET PARRA RESTREPO",  Estados Unidos, Wiley - V C H Verlag GmbbH & Co.,, 1610-1642,Physica Status Solidi (C) Current Topics in Solid State Physics,2005, 2, 10, 3702, 3705,"Física del plasma,",,
Luz Adriana Sánchez Echeverri,Mechanical and Market Study for Sand/Recycled-Plastic Cobbles in a Medium-Size Colombian City,Artículo - Publicado en revista especializada,"NELSON JAVIER TOVAR PERILLA, LUZ ADRIANA SANCHEZ ECHEVERRI",  Suiza, MDPI AG, 10.3390/recycling6010017, 2313-4321,Recycling,2021, 6, 17, 1, 13,"Plastic,",,
Luz Adriana Sánchez Echeverri,Mechanical refining combined with chemical treatment for the processing of Bamboo fibres to produce efficient cement composites,Artículo - Publicado en revista especializada,"LUZ ADRIANA SANCHEZ ECHEVERRI, JORGE ALBERTO MEDINA PERILLA, GERMAN CAMILO QUINTANA MARIN, JORGE HERNAN SANCHEZ TORO",  Reino Unido, Elsevier Bv, 10.1016/j.conbuildmat.2020.121232, 0950-0618,Construction and Building Materials,2021, 269, N/A, 1, 11,,,
Luz Adriana Sánchez Echeverri,Nonconventional Ca(OH)2 Treatment of Bamboo for the Reinforcement of Cement Composites,Artículo - Publicado en revista especializada,"LUZ ADRIANA SANCHEZ ECHEVERRI, JORGE ALBERTO MEDINA PERILLA",  Suiza, Multidisciplinary Digital Publishing Institute (MDPI), 10.3390/ma13081892, 1996-1944,Materials,2020, 13, 1982, 1, 14,"Guadua,",,
Luz Adriana Sánchez Echeverri,MORPHOLOGICAL AND STRUCTURAL CHARACTERIZATION OF BAMBOO FIBER INTO CULM ¿ Guadua angustifolia KUNTH,Artículo - Publicado en revista especializada,"MARIO ENRIQUE RODRIGUEZ GARCIA, LUZ ADRIANA SANCHEZ ECHEVERRI",  Brasil, Centro de Pesquisas Florestais, 10.5902/1980509835363, 1980-5098,Ciencia Florestal,2018, 28, 4, 1676, 1687,"Guadua,",,
Nyckyiret florez barreto,Estrategia alternativa en contexto Latinoamericano para reforzar aprendizaje de matemáticas en educación media: Una innovación disruptiva,Artículo - Publicado en revista especializada,NYCKYIRET FLOREZ BARRETO,  Colombia, Universidad de Murcia, 10.6018/red/48/3, 1578-7680,Revista de Educacion a Distancia,2016, 48, 48, 1, 30,,,
Nyckyiret florez barreto,El Aprendizaje Basado en Problemas,Artículo - Publicado en revista especializada,NYCKYIRET FLOREZ BARRETO,  Colombia, Editorial Universidad De Ibague Coruniversitaria,, 0123-9643,Cuadernos De La Facultad De Ciencias Naturales Y Matemáticas,2006, , , 46, 49,"ABP,",,"Educación,"
Nyckyiret florez barreto,El aprendizaje basado en problemas (ABP) aplicado a las ecuaciones diferenciales,Artículo - Publicado en revista especializada,"NYCKYIRET FLOREZ BARRETO, MYRIAM CECILIA GUERRERO PAVA, MARIA CARMENZA DIAZ MARTINEZ, CARLOS EDUARDO BELTRAN",  Colombia, Universidad del Tolima,, 2027-3401,Perspectivas Educativas,2008, 1, , 1, 280,"ABP,",,"Educación - Educación superior,"
Natalia Andrea Salazar Camacho,Mango (Mangifera indica L.) Lyophilization Using Vacuum-Induced Freezing,Artículo - Publicado en revista especializada,NATALIA ANDREA SALAZAR CAMACHO,  Francia, World Academy of Science Engineering and Technology,, 2010-3778,"World Academy Of Science, Engineering And Technology",2015, 9, 10, 566, 570,,,
Natalia Andrea Salazar Camacho,Calidad de la harina de arracacha ( Arracacia xanthorriza bancroft) a partir del método de secado por conducción,Artículo - Publicado en revista especializada,NATALIA ANDREA SALAZAR CAMACHO,  Colombia, Departamento De Publicaciones De La Unad,, 2145-6097,Revista De Investigación Agraria Y Ambiental,2011, 2, 1, 23, 28,,,
Natalia Andrea Salazar Camacho,Characterization of Fe3O4 Nanoparticles for Applications in Catalytic Activity in the Adsorption/Degradation of Methylene Blue and Esterification,Artículo - Publicado en revista especializada,NATALIA ANDREA SALAZAR CAMACHO, , Multidisciplinary Digital Publishing Institute (MDPI), 10.3390/molecules27248976, 1420-3049,Molecules,2022, 27, , 8976, 8987,,,
